Game no. 19003, scored 41, dcards: 1 complete and 2 incomplete totaling 3 for -7 points, took 150 turns (1.14 seconds)
Game no. 19243, scored 61, dcards: 2 complete and 1 incomplete totaling 3 for 11 points, took 137 turns (1.14 seconds)
Game no. 19244, scored 71, dcards: 3 complete and 0 incomplete totaling 3 for 27 points, took 142 turns (1.17 seconds)
Game no. 19245, scored 54, dcards: 1 complete and 2 incomplete totaling 3 for -3 points, took 145 turns (1.26 seconds)
Game no. 19246, scored 37, dcards: 1 complete and 2 incomplete totaling 3 for -20 points, took 148 turns (1.23 seconds)
Game no. 19247, scored 66, dcards: 2 complete and 1 incomplete totaling 3 for 15 points, took 144 turns (1.21 seconds)
Game no. 19248, scored 13, dcards: 0 complete and 3 incomplete totaling 3 for -40 points, took 142 turns (1.19 seconds)
Game no. 19249, scored 5, dcards: 0 complete and 3 incomplete totaling 3 for -35 points, took 133 turns (1.11 seconds)
Game no. 19250, scored 26, dcards: 1 complete and 2 incomplete totaling 3 for -26 points, took 145 turns (1.23 seconds)
Game no. 19251, scored 32, dcards: 1 complete and 3 incomplete totaling 4 for -26 points, took 146 turns (1.26 seconds)
Game no. 19252, scored 79, dcards: 3 complete and 0 incomplete totaling 3 for 30 points, took 153 turns (1.26 seconds)
Game no. 19253, scored 84, dcards: 3 complete and 0 incomplete totaling 3 for 28 points, took 152 turns (1.24 seconds)
Game no. 19254, scored 15, dcards: 0 complete and 2 incomplete totaling 2 for -22 points, took 154 turns (1.27 seconds)
Game no. 19255, scored 131, dcards: 3 complete and 0 incomplete totaling 3 for 52 points, took 163 turns (1.39 seconds)
Game no. 19256, scored 97, dcards: 1 complete and 2 incomplete totaling 3 for 0 points, took 163 turns (1.38 seconds)
Game no. 19257, scored 94, dcards: 2 complete and 1 incomplete totaling 3 for 17 points, took 147 turns (1.27 seconds)
Game no. 19258, scored 92, dcards: 3 complete and 0 incomplete totaling 3 for 30 points, took 145 turns (1.14 seconds)
Game no. 19259, scored 85, dcards: 4 complete and 0 incomplete totaling 4 for 37 points, took 153 turns (1.28 seconds)
Game no. 19260, scored 20, dcards: 0 complete and 3 incomplete totaling 3 for -33 points, took 143 turns (1.21 seconds)
Game no. 19261, scored 93, dcards: 2 complete and 1 incomplete totaling 3 for 16 points, took 157 turns (1.31 seconds)
Game no. 19262, scored 94, dcards: 2 complete and 1 incomplete totaling 3 for 26 points, took 155 turns (1.31 seconds)
Game no. 19263, scored 91, dcards: 2 complete and 1 incomplete totaling 3 for 24 points, took 165 turns (1.29 seconds)
Game no. 19264, scored 97, dcards: 2 complete and 0 incomplete totaling 2 for 22 points, took 154 turns (1.28 seconds)
Game no. 19265, scored 90, dcards: 3 complete and 0 incomplete totaling 3 for 23 points, took 164 turns (1.28 seconds)
Game no. 19266, scored 98, dcards: 3 complete and 0 incomplete totaling 3 for 40 points, took 149 turns (1.27 seconds)
Game no. 19267, scored 46, dcards: 1 complete and 2 incomplete totaling 3 for -12 points, took 160 turns (1.33 seconds)
Game no. 19268, scored 88, dcards: 2 complete and 1 incomplete totaling 3 for 9 points, took 138 turns (1.17 seconds)
Game no. 19269, scored 63, dcards: 2 complete and 0 incomplete totaling 2 for 19 points, took 147 turns (1.22 seconds)
Game no. 19270, scored 71, dcards: 2 complete and 1 incomplete totaling 3 for 17 points, took 157 turns (1.33 seconds)
Game no. 19271, scored -3, dcards: 0 complete and 3 incomplete totaling 3 for -43 points, took 151 turns (1.22 seconds)
Game no. 19272, scored 49, dcards: 2 complete and 1 incomplete totaling 3 for 5 points, took 164 turns (1.34 seconds)
Game no. 19273, scored 79, dcards: 3 complete and 0 incomplete totaling 3 for 28 points, took 156 turns (1.25 seconds)
Game no. 19274, scored 87, dcards: 4 complete and 0 incomplete totaling 4 for 37 points, took 151 turns (1.22 seconds)
Game no. 19275, scored 82, dcards: 2 complete and 0 incomplete totaling 2 for 30 points, took 145 turns (1.20 seconds)
Game no. 19276, scored 41, dcards: 1 complete and 2 incomplete totaling 3 for -8 points, took 138 turns (1.14 seconds)
Game no. 19277, scored 72, dcards: 2 complete and 1 incomplete totaling 3 for 3 points, took 154 turns (1.29 seconds)
Game no. 19278, scored 68, dcards: 2 complete and 1 incomplete totaling 3 for 11 points, took 168 turns (1.34 seconds)
Game no. 19279, scored 97, dcards: 3 complete and 0 incomplete totaling 3 for 39 points, took 154 turns (1.30 seconds)
Game no. 19280, scored 25, dcards: 1 complete and 2 incomplete totaling 3 for -20 points, took 149 turns (1.25 seconds)
Game no. 19281, scored -2, dcards: 0 complete and 3 incomplete totaling 3 for -42 points, took 140 turns (1.20 seconds)
Game no. 19282, scored -1, dcards: 0 complete and 3 incomplete totaling 3 for -26 points, took 142 turns (1.19 seconds)
Game no. 19283, scored 10, dcards: 0 complete and 3 incomplete totaling 3 for -41 points, took 142 turns (1.20 seconds)
Game no. 19284, scored 72, dcards: 3 complete and 0 incomplete totaling 3 for 25 points, took 153 turns (1.28 seconds)
Game no. 19285, scored -9, dcards: 0 complete and 3 incomplete totaling 3 for -44 points, took 143 turns (1.18 seconds)
Game no. 19286, scored 48, dcards: 1 complete and 1 incomplete totaling 2 for -8 points, took 152 turns (1.23 seconds)
Game no. 19287, scored 0, dcards: 0 complete and 3 incomplete totaling 3 for -39 points, took 141 turns (1.16 seconds)
Game no. 19288, scored 16, dcards: 0 complete and 2 incomplete totaling 2 for -18 points, took 148 turns (1.18 seconds)
Game no. 19289, scored 24, dcards: 1 complete and 2 incomplete totaling 3 for -21 points, took 156 turns (1.31 seconds)
Game no. 19290, scored -3, dcards: 0 complete and 3 incomplete totaling 3 for -37 points, took 127 turns (1.02 seconds)
Game no. 19291, scored 7, dcards: 0 complete and 3 incomplete totaling 3 for -33 points, took 152 turns (1.20 seconds)
Game no. 19292, scored 41, dcards: 1 complete and 1 incomplete totaling 2 for -2 points, took 146 turns (1.18 seconds)
Game no. 19293, scored 3, dcards: 0 complete and 3 incomplete totaling 3 for -37 points, took 149 turns (1.20 seconds)
Game no. 19294, scored -5, dcards: 1 complete and 2 incomplete totaling 3 for -36 points, took 145 turns (1.17 seconds)
Game no. 19295, scored 49, dcards: 1 complete and 2 incomplete totaling 3 for -5 points, took 154 turns (1.27 seconds)
Game no. 19296, scored -9, dcards: 0 complete and 3 incomplete totaling 3 for -50 points, took 134 turns (1.17 seconds)
Game no. 19297, scored 49, dcards: 1 complete and 2 incomplete totaling 3 for -7 points, took 155 turns (1.28 seconds)
Game no. 19298, scored 3, dcards: 0 complete and 3 incomplete totaling 3 for -39 points, took 145 turns (1.23 seconds)
Game no. 19299, scored 37, dcards: 1 complete and 2 incomplete totaling 3 for -6 points, took 157 turns (1.33 seconds)
Game no. 19300, scored 10, dcards: 0 complete and 3 incomplete totaling 3 for -27 points, took 146 turns (1.21 seconds)
Game no. 19301, scored 80, dcards: 3 complete and 1 incomplete totaling 4 for 23 points, took 155 turns (1.33 seconds)
Game no. 19302, scored 58, dcards: 1 complete and 2 incomplete totaling 3 for 4 points, took 143 turns (1.23 seconds)
Game no. 19303, scored 43, dcards: 2 complete and 1 incomplete totaling 3 for 5 points, took 149 turns (1.19 seconds)
Game no. 19304, scored 33, dcards: 1 complete and 2 incomplete totaling 3 for -21 points, took 148 turns (1.29 seconds)
Game no. 19305, scored 43, dcards: 3 complete and 2 incomplete totaling 5 for 5 points, took 145 turns (1.22 seconds)
Game no. 19306, scored 85, dcards: 2 complete and 1 incomplete totaling 3 for 22 points, took 159 turns (1.37 seconds)
Game no. 19307, scored 8, dcards: 0 complete and 3 incomplete totaling 3 for -37 points, took 129 turns (1.11 seconds)
Game no. 19308, scored 3, dcards: 0 complete and 3 incomplete totaling 3 for -41 points, took 151 turns (1.24 seconds)
Game no. 19309, scored 85, dcards: 3 complete and 0 incomplete totaling 3 for 29 points, took 166 turns (1.34 seconds)
Game no. 19310, scored 11, dcards: 2 complete and 3 incomplete totaling 5 for -36 points, took 150 turns (1.29 seconds)
Game no. 19311, scored 87, dcards: 3 complete and 0 incomplete totaling 3 for 29 points, took 164 turns (1.29 seconds)
Game no. 19312, scored 11, dcards: 0 complete and 3 incomplete totaling 3 for -40 points, took 163 turns (1.33 seconds)
Game no. 19313, scored 69, dcards: 2 complete and 0 incomplete totaling 2 for 18 points, took 149 turns (1.16 seconds)
Game no. 19314, scored 77, dcards: 2 complete and 0 incomplete totaling 2 for 27 points, took 166 turns (1.31 seconds)
Game no. 19315, scored 99, dcards: 1 complete and 1 incomplete totaling 2 for 11 points, took 159 turns (1.32 seconds)
Game no. 19316, scored 21, dcards: 1 complete and 1 incomplete totaling 2 for -5 points, took 140 turns (1.12 seconds)
Game no. 19317, scored 79, dcards: 3 complete and 0 incomplete totaling 3 for 24 points, took 156 turns (1.30 seconds)
Game no. 19318, scored 82, dcards: 1 complete and 1 incomplete totaling 2 for -10 points, took 141 turns (1.18 seconds)
Game no. 19319, scored 24, dcards: 1 complete and 2 incomplete totaling 3 for -22 points, took 131 turns (1.10 seconds)
Game no. 19320, scored 65, dcards: 3 complete and 1 incomplete totaling 4 for 18 points, took 155 turns (1.24 seconds)
Game no. 19321, scored 12, dcards: 0 complete and 3 incomplete totaling 3 for -27 points, took 147 turns (1.17 seconds)
Game no. 19322, scored 101, dcards: 3 complete and 0 incomplete totaling 3 for 47 points, took 153 turns (1.25 seconds)
Game no. 19323, scored 55, dcards: 2 complete and 1 incomplete totaling 3 for 1 points, took 160 turns (1.35 seconds)
Game no. 19324, scored 20, dcards: 0 complete and 2 incomplete totaling 2 for -24 points, took 144 turns (1.16 seconds)
Game no. 19325, scored 21, dcards: 0 complete and 3 incomplete totaling 3 for -27 points, took 160 turns (1.35 seconds)
Game no. 19326, scored 78, dcards: 3 complete and 0 incomplete totaling 3 for 26 points, took 148 turns (1.20 seconds)
Game no. 19327, scored 38, dcards: 1 complete and 1 incomplete totaling 2 for 0 points, took 147 turns (1.17 seconds)
Game no. 19328, scored 98, dcards: 3 complete and 0 incomplete totaling 3 for 35 points, took 140 turns (1.17 seconds)
Game no. 19329, scored 38, dcards: 0 complete and 3 incomplete totaling 3 for -33 points, took 170 turns (1.41 seconds)
Game no. 19330, scored 106, dcards: 3 complete and 0 incomplete totaling 3 for 42 points, took 133 turns (1.14 seconds)
Game no. 19331, scored 30, dcards: 1 complete and 1 incomplete totaling 2 for -10 points, took 144 turns (1.17 seconds)
Game no. 19332, scored 45, dcards: 2 complete and 1 incomplete totaling 3 for 12 points, took 152 turns (1.22 seconds)
Game no. 19333, scored 60, dcards: 3 complete and 0 incomplete totaling 3 for 22 points, took 151 turns (1.18 seconds)
Game no. 19334, scored 28, dcards: 0 complete and 3 incomplete totaling 3 for -40 points, took 159 turns (1.38 seconds)
Game no. 19335, scored 72, dcards: 3 complete and 1 incomplete totaling 4 for 20 points, took 142 turns (1.20 seconds)
Game no. 19336, scored 79, dcards: 2 complete and 1 incomplete totaling 3 for 16 points, took 143 turns (1.21 seconds)
Game no. 19337, scored 43, dcards: 3 complete and 1 incomplete totaling 4 for 12 points, took 145 turns (1.21 seconds)
Game no. 19338, scored 84, dcards: 3 complete and 1 incomplete totaling 4 for 19 points, took 141 turns (1.21 seconds)
Game no. 19339, scored 62, dcards: 0 complete and 2 incomplete totaling 2 for -33 points, took 154 turns (1.30 seconds)
Game no. 19340, scored 46, dcards: 1 complete and 2 incomplete totaling 3 for -7 points, took 156 turns (1.21 seconds)
Game no. 19341, scored 94, dcards: 3 complete and 0 incomplete totaling 3 for 23 points, took 161 turns (1.27 seconds)
Game no. 19342, scored 27, dcards: 0 complete and 2 incomplete totaling 2 for -19 points, took 150 turns (1.18 seconds)
Game no. 19343, scored 97, dcards: 2 complete and 0 incomplete totaling 2 for 13 points, took 146 turns (1.16 seconds)
Game no. 19344, scored 94, dcards: 2 complete and 0 incomplete totaling 2 for 16 points, took 146 turns (1.17 seconds)
Game no. 19345, scored 82, dcards: 2 complete and 0 incomplete totaling 2 for 18 points, took 144 turns (1.13 seconds)
Game no. 19346, scored -8, dcards: 0 complete and 3 incomplete totaling 3 for -40 points, took 149 turns (1.19 seconds)
Game no. 19347, scored 76, dcards: 2 complete and 0 incomplete totaling 2 for 19 points, took 148 turns (1.18 seconds)
Game no. 19348, scored 58, dcards: 2 complete and 0 incomplete totaling 2 for 19 points, took 146 turns (1.17 seconds)
Game no. 19349, scored 25, dcards: 1 complete and 2 incomplete totaling 3 for -10 points, took 149 turns (1.19 seconds)
Game no. 19350, scored 82, dcards: 3 complete and 0 incomplete totaling 3 for 23 points, took 155 turns (1.27 seconds)
Game no. 19351, scored 71, dcards: 2 complete and 0 incomplete totaling 2 for 20 points, took 140 turns (1.10 seconds)
Game no. 19352, scored 48, dcards: 1 complete and 2 incomplete totaling 3 for -2 points, took 145 turns (1.20 seconds)
Game no. 19353, scored -1, dcards: 0 complete and 3 incomplete totaling 3 for -30 points, took 148 turns (1.22 seconds)
Game no. 19354, scored 38, dcards: 0 complete and 3 incomplete totaling 3 for -35 points, took 164 turns (1.25 seconds)
Game no. 19355, scored 24, dcards: 0 complete and 2 incomplete totaling 2 for -21 points, took 161 turns (1.25 seconds)
Game no. 19356, scored 52, dcards: 3 complete and 1 incomplete totaling 4 for 13 points, took 145 turns (1.24 seconds)
Game no. 19357, scored 11, dcards: 0 complete and 2 incomplete totaling 2 for -19 points, took 145 turns (1.15 seconds)
Game no. 19358, scored 31, dcards: 1 complete and 2 incomplete totaling 3 for -7 points, took 141 turns (1.14 seconds)
Game no. 19359, scored 9, dcards: 0 complete and 2 incomplete totaling 2 for -26 points, took 142 turns (1.18 seconds)
Game no. 19360, scored 73, dcards: 2 complete and 2 incomplete totaling 4 for 19 points, took 154 turns (1.31 seconds)
Game no. 19361, scored 50, dcards: 2 complete and 3 incomplete totaling 5 for -9 points, took 156 turns (1.31 seconds)
Game no. 19362, scored -1, dcards: 0 complete and 3 incomplete totaling 3 for -31 points, took 140 turns (1.13 seconds)
Game no. 19363, scored 45, dcards: 2 complete and 1 incomplete totaling 3 for 9 points, took 144 turns (1.13 seconds)
Game no. 19364, scored 29, dcards: 1 complete and 2 incomplete totaling 3 for -9 points, took 146 turns (1.21 seconds)
Game no. 19365, scored 0, dcards: 0 complete and 3 incomplete totaling 3 for -49 points, took 150 turns (1.24 seconds)
Game no. 19366, scored -5, dcards: 0 complete and 3 incomplete totaling 3 for -39 points, took 141 turns (1.14 seconds)
Game no. 19367, scored 37, dcards: 1 complete and 2 incomplete totaling 3 for -6 points, took 146 turns (1.31 seconds)
Game no. 19368, scored -20, dcards: 0 complete and 3 incomplete totaling 3 for -59 points, took 149 turns (1.49 seconds)
Game no. 19369, scored -15, dcards: 0 complete and 3 incomplete totaling 3 for -46 points, took 136 turns (1.86 seconds)
Game no. 19370, scored 86, dcards: 3 complete and 0 incomplete totaling 3 for 27 points, took 161 turns (1.39 seconds)
Game no. 19371, scored 8, dcards: 0 complete and 3 incomplete totaling 3 for -38 points, took 154 turns (1.49 seconds)
Game no. 19372, scored -6, dcards: 0 complete and 3 incomplete totaling 3 for -40 points, took 140 turns (1.34 seconds)
Game no. 19373, scored 82, dcards: 3 complete and 0 incomplete totaling 3 for 29 points, took 152 turns (1.46 seconds)
Game no. 19374, scored -19, dcards: 0 complete and 3 incomplete totaling 3 for -54 points, took 149 turns (1.24 seconds)
Game no. 19375, scored 43, dcards: 2 complete and 1 incomplete totaling 3 for 9 points, took 134 turns (1.11 seconds)
Game no. 19376, scored 8, dcards: 0 complete and 3 incomplete totaling 3 for -43 points, took 153 turns (1.28 seconds)
Game no. 19377, scored -5, dcards: 0 complete and 3 incomplete totaling 3 for -47 points, took 142 turns (1.14 seconds)
Game no. 19378, scored 32, dcards: 2 complete and 1 incomplete totaling 3 for -8 points, took 157 turns (1.28 seconds)
Game no. 19379, scored 4, dcards: 0 complete and 3 incomplete totaling 3 for -36 points, took 147 turns (1.26 seconds)
Game no. 19380, scored -2, dcards: 0 complete and 3 incomplete totaling 3 for -39 points, took 144 turns (1.22 seconds)
Game no. 19381, scored 21, dcards: 1 complete and 2 incomplete totaling 3 for -19 points, took 143 turns (1.17 seconds)
Game no. 19382, scored -16, dcards: 0 complete and 3 incomplete totaling 3 for -45 points, took 146 turns (1.23 seconds)
Game no. 19383, scored 21, dcards: 1 complete and 2 incomplete totaling 3 for -18 points, took 147 turns (1.26 seconds)
Game no. 19384, scored 8, dcards: 0 complete and 3 incomplete totaling 3 for -45 points, took 153 turns (1.29 seconds)
Game no. 19385, scored -11, dcards: 0 complete and 3 incomplete totaling 3 for -49 points, took 157 turns (1.31 seconds)
Game no. 19386, scored 44, dcards: 2 complete and 1 incomplete totaling 3 for 11 points, took 139 turns (1.13 seconds)
Game no. 19387, scored 34, dcards: 1 complete and 2 incomplete totaling 3 for -4 points, took 144 turns (1.23 seconds)
Game no. 19388, scored 27, dcards: 1 complete and 2 incomplete totaling 3 for -22 points, took 160 turns (1.35 seconds)
Game no. 19389, scored 68, dcards: 2 complete and 1 incomplete totaling 3 for 3 points, took 163 turns (1.35 seconds)
Game no. 19390, scored 21, dcards: 0 complete and 3 incomplete totaling 3 for -38 points, took 154 turns (1.32 seconds)
Game no. 19391, scored 51, dcards: 1 complete and 1 incomplete totaling 2 for 0 points, took 163 turns (1.30 seconds)
Game no. 19392, scored 10, dcards: 0 complete and 3 incomplete totaling 3 for -51 points, took 138 turns (1.22 seconds)
Game no. 19393, scored 63, dcards: 2 complete and 0 incomplete totaling 2 for 20 points, took 157 turns (1.20 seconds)
Game no. 19394, scored 84, dcards: 2 complete and 1 incomplete totaling 3 for 20 points, took 148 turns (1.29 seconds)
Game no. 19395, scored 115, dcards: 3 complete and 0 incomplete totaling 3 for 39 points, took 170 turns (1.44 seconds)
Game no. 19396, scored 88, dcards: 1 complete and 2 incomplete totaling 3 for 2 points, took 148 turns (1.32 seconds)
Game no. 19397, scored 42, dcards: 2 complete and 2 incomplete totaling 4 for -9 points, took 164 turns (1.32 seconds)
Game no. 19398, scored 15, dcards: 0 complete and 3 incomplete totaling 3 for -29 points, took 145 turns (1.20 seconds)
Game no. 19399, scored 85, dcards: 3 complete and 0 incomplete totaling 3 for 26 points, took 172 turns (1.47 seconds)
Game no. 19400, scored 6, dcards: 0 complete and 3 incomplete totaling 3 for -42 points, took 147 turns (1.20 seconds)
Game no. 19401, scored 60, dcards: 0 complete and 2 incomplete totaling 2 for -15 points, took 148 turns (1.26 seconds)
Game no. 19402, scored 70, dcards: 1 complete and 1 incomplete totaling 2 for 2 points, took 157 turns (1.31 seconds)
Game no. 19403, scored 82, dcards: 2 complete and 0 incomplete totaling 2 for 18 points, took 162 turns (1.35 seconds)
Game no. 19404, scored 65, dcards: 2 complete and 1 incomplete totaling 3 for 4 points, took 144 turns (1.20 seconds)
Game no. 19405, scored 75, dcards: 2 complete and 0 incomplete totaling 2 for 19 points, took 148 turns (1.20 seconds)
Game no. 19406, scored 44, dcards: 1 complete and 2 incomplete totaling 3 for -19 points, took 150 turns (1.28 seconds)
Game no. 19407, scored 43, dcards: 1 complete and 2 incomplete totaling 3 for -6 points, took 148 turns (1.21 seconds)
Game no. 19408, scored 3, dcards: 0 complete and 3 incomplete totaling 3 for -41 points, took 170 turns (1.38 seconds)
Game no. 19409, scored -9, dcards: 0 complete and 3 incomplete totaling 3 for -42 points, took 144 turns (1.19 seconds)
Game no. 19410, scored 9, dcards: 0 complete and 3 incomplete totaling 3 for -44 points, took 152 turns (1.29 seconds)
Game no. 19411, scored 60, dcards: 2 complete and 1 incomplete totaling 3 for 9 points, took 157 turns (1.29 seconds)
Game no. 19412, scored 92, dcards: 4 complete and 0 incomplete totaling 4 for 36 points, took 155 turns (1.27 seconds)
Game no. 19413, scored 3, dcards: 0 complete and 3 incomplete totaling 3 for -35 points, took 144 turns (1.20 seconds)
Game no. 19414, scored 21, dcards: 1 complete and 2 incomplete totaling 3 for -11 points, took 145 turns (1.15 seconds)
Game no. 19415, scored 86, dcards: 2 complete and 1 incomplete totaling 3 for 28 points, took 161 turns (1.39 seconds)
Game no. 19416, scored 99, dcards: 2 complete and 0 incomplete totaling 2 for 17 points, took 166 turns (1.34 seconds)
Game no. 19417, scored 90, dcards: 3 complete and 0 incomplete totaling 3 for 27 points, took 156 turns (1.26 seconds)
Game no. 19418, scored 105, dcards: 3 complete and 0 incomplete totaling 3 for 28 points, took 155 turns (1.25 seconds)
Game no. 19419, scored 44, dcards: 2 complete and 1 incomplete totaling 3 for 0 points, took 140 turns (1.23 seconds)
Game no. 19420, scored 132, dcards: 2 complete and 0 incomplete totaling 2 for 43 points, took 159 turns (1.36 seconds)
Game no. 19421, scored 30, dcards: 3 complete and 2 incomplete totaling 5 for -13 points, took 155 turns (1.30 seconds)
Game no. 19422, scored 37, dcards: 1 complete and 2 incomplete totaling 3 for -15 points, took 151 turns (1.30 seconds)
Game no. 19423, scored 100, dcards: 2 complete and 0 incomplete totaling 2 for 19 points, took 145 turns (1.20 seconds)
Game no. 19424, scored 66, dcards: 3 complete and 0 incomplete totaling 3 for 19 points, took 146 turns (1.22 seconds)
Game no. 19425, scored 76, dcards: 2 complete and 1 incomplete totaling 3 for 25 points, took 146 turns (1.19 seconds)
Game no. 19426, scored 95, dcards: 3 complete and 0 incomplete totaling 3 for 39 points, took 159 turns (1.27 seconds)
Game no. 19427, scored 17, dcards: 0 complete and 2 incomplete totaling 2 for -32 points, took 149 turns (1.23 seconds)
Game no. 19428, scored 27, dcards: 1 complete and 2 incomplete totaling 3 for -20 points, took 160 turns (1.38 seconds)
Game no. 19429, scored 43, dcards: 1 complete and 1 incomplete totaling 2 for -11 points, took 139 turns (1.15 seconds)
Game no. 19430, scored 75, dcards: 3 complete and 0 incomplete totaling 3 for 33 points, took 149 turns (1.22 seconds)
Game no. 19431, scored 28, dcards: 0 complete and 3 incomplete totaling 3 for -27 points, took 148 turns (1.27 seconds)
Game no. 19432, scored 74, dcards: 3 complete and 0 incomplete totaling 3 for 31 points, took 155 turns (1.28 seconds)
Game no. 19433, scored 88, dcards: 3 complete and 0 incomplete totaling 3 for 33 points, took 150 turns (1.29 seconds)
Game no. 19434, scored 112, dcards: 3 complete and 0 incomplete totaling 3 for 37 points, took 146 turns (1.23 seconds)
Game no. 19435, scored 60, dcards: 3 complete and 0 incomplete totaling 3 for 26 points, took 139 turns (1.18 seconds)
Game no. 19436, scored 103, dcards: 3 complete and 0 incomplete totaling 3 for 46 points, took 152 turns (1.28 seconds)
Game no. 19437, scored 37, dcards: 1 complete and 2 incomplete totaling 3 for -15 points, took 134 turns (1.10 seconds)
Game no. 19438, scored 50, dcards: 2 complete and 1 incomplete totaling 3 for 13 points, took 156 turns (1.32 seconds)
Game no. 19439, scored 52, dcards: 1 complete and 2 incomplete totaling 3 for -14 points, took 141 turns (1.17 seconds)
Game no. 19440, scored 76, dcards: 2 complete and 1 incomplete totaling 3 for 22 points, took 148 turns (1.17 seconds)
Game no. 19441, scored 45, dcards: 1 complete and 2 incomplete totaling 3 for -9 points, took 147 turns (1.21 seconds)
Game no. 19442, scored 52, dcards: 2 complete and 1 incomplete totaling 3 for 9 points, took 154 turns (1.23 seconds)
Game no. 19443, scored 41, dcards: 0 complete and 2 incomplete totaling 2 for -27 points, took 149 turns (1.24 seconds)
Game no. 19444, scored 87, dcards: 4 complete and 0 incomplete totaling 4 for 34 points, took 131 turns (1.12 seconds)
Game no. 19445, scored 28, dcards: 1 complete and 2 incomplete totaling 3 for -17 points, took 144 turns (1.18 seconds)
Game no. 19446, scored 21, dcards: 1 complete and 2 incomplete totaling 3 for -8 points, took 140 turns (1.11 seconds)
Game no. 19447, scored 54, dcards: 1 complete and 2 incomplete totaling 3 for -2 points, took 141 turns (1.15 seconds)
Game no. 19448, scored 103, dcards: 2 complete and 0 incomplete totaling 2 for 19 points, took 161 turns (1.24 seconds)
Game no. 19449, scored 29, dcards: 1 complete and 2 incomplete totaling 3 for -15 points, took 145 turns (1.26 seconds)
Game no. 19450, scored 115, dcards: 3 complete and 0 incomplete totaling 3 for 50 points, took 146 turns (1.22 seconds)
Game no. 19451, scored 27, dcards: 1 complete and 1 incomplete totaling 2 for -14 points, took 142 turns (1.12 seconds)
Game no. 19452, scored 46, dcards: 2 complete and 1 incomplete totaling 3 for 3 points, took 156 turns (1.31 seconds)
Game no. 19453, scored 55, dcards: 2 complete and 2 incomplete totaling 4 for 7 points, took 149 turns (1.17 seconds)
Game no. 19454, scored 78, dcards: 3 complete and 0 incomplete totaling 3 for 29 points, took 148 turns (1.17 seconds)
Game no. 19455, scored 31, dcards: 2 complete and 1 incomplete totaling 3 for 0 points, took 138 turns (1.11 seconds)
Game no. 19456, scored 20, dcards: 1 complete and 1 incomplete totaling 2 for -13 points, took 138 turns (1.15 seconds)
Game no. 19457, scored 63, dcards: 2 complete and 1 incomplete totaling 3 for 9 points, took 154 turns (1.27 seconds)
Game no. 19458, scored 51, dcards: 2 complete and 1 incomplete totaling 3 for 10 points, took 140 turns (1.16 seconds)
Game no. 19459, scored 8, dcards: 0 complete and 3 incomplete totaling 3 for -40 points, took 166 turns (1.39 seconds)
Game no. 19460, scored 22, dcards: 1 complete and 2 incomplete totaling 3 for -25 points, took 152 turns (1.28 seconds)
Game no. 19461, scored -7, dcards: 0 complete and 3 incomplete totaling 3 for -48 points, took 138 turns (1.13 seconds)
Game no. 19462, scored 59, dcards: 1 complete and 2 incomplete totaling 3 for -13 points, took 145 turns (1.19 seconds)
Game no. 19463, scored 85, dcards: 3 complete and 0 incomplete totaling 3 for 28 points, took 157 turns (1.24 seconds)
Game no. 19464, scored 78, dcards: 1 complete and 1 incomplete totaling 2 for 8 points, took 158 turns (1.31 seconds)
Game no. 19465, scored 107, dcards: 4 complete and 0 incomplete totaling 4 for 60 points, took 164 turns (1.35 seconds)
Game no. 19466, scored 96, dcards: 2 complete and 1 incomplete totaling 3 for 22 points, took 163 turns (1.35 seconds)
Game no. 19467, scored 52, dcards: 2 complete and 1 incomplete totaling 3 for 7 points, took 142 turns (1.23 seconds)
Game no. 19468, scored 66, dcards: 3 complete and 1 incomplete totaling 4 for 22 points, took 149 turns (1.21 seconds)
Game no. 19469, scored 4, dcards: 0 complete and 3 incomplete totaling 3 for -33 points, took 143 turns (1.16 seconds)
Game no. 19470, scored 86, dcards: 3 complete and 0 incomplete totaling 3 for 33 points, took 172 turns (1.35 seconds)
Game no. 19471, scored 68, dcards: 2 complete and 1 incomplete totaling 3 for 11 points, took 157 turns (1.23 seconds)
Game no. 19472, scored 45, dcards: 2 complete and 1 incomplete totaling 3 for 8 points, took 148 turns (1.20 seconds)
Game no. 19473, scored 25, dcards: 1 complete and 3 incomplete totaling 4 for -26 points, took 147 turns (1.26 seconds)
Game no. 19474, scored 90, dcards: 3 complete and 0 incomplete totaling 3 for 30 points, took 164 turns (1.30 seconds)
Game no. 19475, scored 115, dcards: 3 complete and 0 incomplete totaling 3 for 43 points, took 164 turns (1.33 seconds)
Game no. 19476, scored 74, dcards: 3 complete and 0 incomplete totaling 3 for 23 points, took 151 turns (1.24 seconds)
Game no. 19477, scored 87, dcards: 3 complete and 0 incomplete totaling 3 for 26 points, took 161 turns (1.27 seconds)
Game no. 19478, scored 38, dcards: 1 complete and 2 incomplete totaling 3 for -8 points, took 138 turns (1.14 seconds)
Game no. 19479, scored 39, dcards: 1 complete and 2 incomplete totaling 3 for -13 points, took 142 turns (1.21 seconds)
Game no. 19480, scored 101, dcards: 4 complete and 0 incomplete totaling 4 for 39 points, took 159 turns (1.31 seconds)
Game no. 19481, scored 134, dcards: 5 complete and 0 incomplete totaling 5 for 59 points, took 156 turns (1.37 seconds)
Game no. 19482, scored 58, dcards: 1 complete and 2 incomplete totaling 3 for 4 points, took 131 turns (1.17 seconds)
